Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_First tower kill,Opponent_First tower kill,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
maokai,,,,,,,,,,,,,,,,,,,,
milio,,,,,,,,,,,,,,,,,,,,
missfortune,50.43%,49.57%,45.47%,54.53%,2.08 : 1,2.42 : 1,45.53%,50.79%,"24,216","26,535","17'9""","15'9""",50.43%,49.57%,51.67%,51.05%,7.02%,6.40%,4.31%,1.30%
mordekaiser,,,,,,,,,,,,,,,,,,,,
morgana,,,,,,,,,,,,,,,,,,,,
naafiri,,,,,,,,,,,,,,,,,,,,
nami,,,,,,,,,,,,,,,,,,,,
nasus,,,,,,,,,,,,,,,,,,,,
nautilus,,,,,,,,,,,,,,,,,,,,
neeko,,,,,,,,,,,,,,,,,,,,
nidalee,,,,,,,,,,,,,,,,,,,,
nilah,51.33%,48.67%,47.29%,52.71%,2.20 : 1,2.17 : 1,47.06%,48.35%,"25,411","22,309","16'38""","15'5""",51.33%,48.67%,51.67%,53.12%,7.02%,2.36%,4.31%,4.17%
nocturne,,,,,,,,,,,,,,,,,,,,
nunu,,,,,,,,,,,,,,,,,,,,
olaf,,,,,,,,,,,,,,,,,,,,
orianna,,,,,,,,,,,,,,,,,,,,
ornn,,,,,,,,,,,,,,,,,,,,
pantheon,,,,,,,,,,,,,,,,,,,,
poppy,,,,,,,,,,,,,,,,,,,,
pyke,,,,,,,,,,,,,,,,,,,,
qiyana,,,,,,,,,,,,,,,,,,,,
quinn,,,,,,,,,,,,,,,,,,,,
rakan,,,,,,,,,,,,,,,,,,,,
rammus,,,,,,,,,,,,,,,,,,,,
reksai,,,,,,,,,,,,,,,,,,,,
rell,,,,,,,,,,,,,,,,,,,,
renata,,,,,,,,,,,,,,,,,,,,
renekton,,,,,,,,,,,,,,,,,,,,
rengar,,,,,,,,,,,,,,,,,,,,
riven,,,,,,,,,,,,,,,,,,,,
rumble,,,,,,,,,,,,,,,,,,,,
ryze,,,,,,,,,,,,,,,,,,,,
samira,50.56%,49.44%,44.37%,55.63%,2.11 : 1,2.29 : 1,47.44%,51.98%,"23,983","26,428","16'48""","15'11""",50.56%,49.44%,51.67%,50.82%,7.02%,5.14%,4.31%,6.59%
sejuani,,,,,,,,,,,,,,,,,,,,
senna,52.89%,47.11%,46.17%,53.83%,2.21 : 1,2.97 : 1,47.41%,55.92%,"25,380","22,416","16'59""","15'55""",52.89%,47.11%,51.67%,50.48%,7.02%,5.30%,4.31%,8.17%
seraphine,68.93%,31.07%,41.89%,58.11%,2.33 : 1,2.61 : 1,44.75%,53.61%,"23,827","18,867","16'42""","14'57""",68.93%,31.07%,51.67%,50.12%,7.02%,0.56%,4.31%,0.35%
sett,,,,,,,,,,,,,,,,,,,,
shaco,,,,,,,,,,,,,,,,,,,,
shen,,,,,,,,,,,,,,,,,,,,
shyvana,,,,,,,,,,,,,,,,,,,,
singed,,,,,,,,,,,,,,,,,,,,
sion,,,,,,,,,,,,,,,,,,,,
